yr_released,race,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,enhanced,ethnicity
2014,White,3,4,Public Order,Traffic,Paroled,5JD,1,0,0,0,Non Hispanic
2014,White,2,6,Drug,Trafficking,Paroled,1JD,0,1,1,0,Non Hispanic
2014,White,3,6,Property,Burglary,,,0,0,0,0,Non Hispanic
2014,White,3,6,Property,Burglary,,,0,0,0,0,Non Hispanic
2014,Black,3,6,Property,Burglary,Paroled,5JD,1,0,0,0,Non Hispanic
2014,White,4,4,Drug,Drug Possession,Paroled,5JD,1,1,0,2,Non Hispanic
2014,White,1,4,Drug,Drug Possession,,,1,1,0,2,Non Hispanic
2014,White,2,4,Drug,Trafficking,Paroled,8JD,0,1,1,0,Non Hispanic
2014,White,2,4,Drug,Trafficking,Paroled,8JD,0,1,1,0,Non Hispanic
2014,Black,2,4,Property,Forgery/Fraud,Paroled,5JD,0,0,1,0,Non Hispanic
2014,Black,3,4,Drug,Drug Possession,Paroled,1JD,1,1,0,2,Non Hispanic
2014,White,2,4,Drug,Other Drug,,,0,1,0,0,Non Hispanic
2014,White,5,3,Drug,Drug Possession,,,0,0,0,1,Non Hispanic
2014,White,4,3,Public Order,Traffic,Paroled,8JD,1,0,0,0,Non Hispanic
2014,White,2,4,Property,Forgery/Fraud,Paroled,1JD,1,1,1,0,Non Hispanic
2014,Black,1,3,Other,Other Criminal,,,1,1,0,0,Non Hispanic
2014,Black,2,4,Drug,Trafficking,Paroled,6JD,1,1,0,0,Non Hispanic
2014,White,2,4,Drug,Drug Possession,,,0,0,0,2,Non Hispanic
2014,White,2,4,Drug,Drug Possession,,,0,0,0,2,Non Hispanic
2014,White,2,4,Drug,Drug Possession,,,0,0,0,2,Non Hispanic
2014,White,4,4,Property,Theft,Paroled,8JD,0,1,0,0,Non Hispanic
2014,White,3,4,Violent,Assault,Paroled,8JD,0,0,0,0,Non Hispanic
2014,White,3,4,Violent,Assault,Paroled,8JD,0,0,0,0,Non Hispanic
2014,White,2,6,Property,Burglary,,,1,1,0,0,Non Hispanic
2014,White,3,4,Drug,Trafficking,Paroled,6JD,1,0,0,1,Non Hispanic
2014,Black,2,3,Property,Theft,,,0,1,0,0,Non Hispanic
2014,Black,2,3,Property,Theft,,,0,1,0,0,Non Hispanic
2014,White,1,3,Violent,Assault,Paroled,5JD,0,0,0,0,Non Hispanic
2014,White,1,3,Violent,Assault,Paroled,5JD,0,0,0,0,Non Hispanic
2014,White,3,3,Violent,Assault,Paroled,7JD,1,0,0,0,Non Hispanic
2014,White,2,4,Property,Burglary,Paroled,1JD,1,0,0,0,Non Hispanic
2014,White,3,6,Drug,Trafficking,Paroled,4JD,1,1,0,0,Non Hispanic
2014,White,2,4,Property,Burglary,Paroled,7JD,1,0,0,0,Non Hispanic
2014,White,4,6,Property,Burglary,Paroled,2JD,0,0,0,0,Non Hispanic
2014,White,2,3,Property,Forgery/Fraud,Paroled,5JD,1,1,0,0,Non Hispanic
2014,White,2,3,Public Order,Alcohol,Paroled,1JD,1,0,0,0,Non Hispanic
2014,White,1,3,Violent,Assault,,,1,1,0,0,Non Hispanic
2014,Black,3,4,Public Order,OWI,Paroled,6JD,1,1,0,1,Non Hispanic
2014,White,3,4,Other,Other Criminal,Paroled,2JD,1,1,0,1,Non Hispanic
2014,Black,5,4,Public Order,Flight/Escape,,,0,0,0,0,Non Hispanic
2014,Black,5,4,Public Order,Flight/Escape,,,0,0,0,0,Non Hispanic
2014,White,2,6,Drug,Trafficking,Paroled,5JD,1,0,0,0,Non Hispanic
2014,Black,4,6,Property,Burglary,Paroled,5JD,1,0,0,0,Non Hispanic
2014,White,3,6,Drug,Trafficking,Paroled,8JD,0,1,0,0,Non Hispanic
2014,White,3,4,Property,Forgery/Fraud,Paroled,4JD,1,0,1,0,Non Hispanic
2014,White,3,4,Property,Burglary,Paroled,5JD,1,1,0,0,Non Hispanic
2014,Black,4,4,Drug,Trafficking,,,0,0,0,1,Non Hispanic
2014,Black,4,4,Drug,Trafficking,,,0,0,0,1,Non Hispanic
2014,Black,3,6,Drug,Trafficking,Paroled,8JD,0,0,0,0,Non Hispanic
2014,Black,3,6,Drug,Trafficking,Paroled,8JD,0,0,0,0,Non Hispanic
2014,Black,3,6,Drug,Trafficking,Paroled,8JD,0,0,0,0,Non Hispanic
2014,White,4,6,Drug,Trafficking,Paroled,5JD,1,0,1,0,Non Hispanic
2014,White,3,3,Public Order,Traffic,,,0,0,0,0,Non Hispanic
2014,White,2,4,Drug,Trafficking,Paroled,2JD,1,0,0,0,Non Hispanic
2014,White,2,3,Violent,Sex,,,1,0,0,0,Non Hispanic
2014,Black,2,4,Other,Other Criminal,Paroled,7JD,0,0,1,0,Non Hispanic
2014,White,2,4,Violent,Assault,Paroled,1JD,1,0,0,0,Non Hispanic
2014,White,2,3,Property,Burglary,Paroled,5JD,0,0,0,0,Non Hispanic
2014,White,3,4,Property,Forgery/Fraud,Paroled,7JD,1,0,0,0,Non Hispanic
2014,White,4,4,Drug,Drug Possession,Paroled,1JD,0,0,0,2,Non Hispanic
2014,White,4,4,Drug,Drug Possession,Paroled,1JD,0,0,0,2,Non Hispanic
2014,White,4,4,Drug,Drug Possession,Paroled,1JD,0,0,0,2,Non Hispanic
2014,White,1,6,Property,Arson,Paroled,7JD,1,0,0,0,Non Hispanic
2014,White,2,4,Property,Burglary,Paroled,8JD,1,0,0,0,Non Hispanic
2014,White,2,6,Violent,Assault,Paroled,4JD,1,1,0,0,Non Hispanic
2014,Black,2,6,Drug,Trafficking,,,0,1,0,0,Non Hispanic
2014,Black,2,6,Drug,Trafficking,,,0,1,0,0,Non Hispanic
2014,White,3,4,Drug,Drug Possession,,,0,0,0,2,Non Hispanic
2014,White,2,4,Other,Other Criminal,Paroled,2JD,0,1,0,1,Non Hispanic
2014,White,2,4,Other,Other Criminal,Paroled,2JD,0,1,0,1,Non Hispanic
2014,White,3,4,Public Order,OWI,Paroled,6JD,0,1,0,1,Non Hispanic
2014,Black,2,6,Violent,Robbery,Paroled,6JD,0,0,0,1,Non Hispanic
2014,White,2,4,Other,Other Criminal,,,0,0,0,0,Non Hispanic
2014,White,2,4,Other,Other Criminal,,,0,0,0,0,Non Hispanic
2014,White,2,4,Other,Other Criminal,,,0,0,0,0,Non Hispanic
2014,White,2,4,Other,Other Criminal,,,0,0,0,0,Non Hispanic
2014,White,2,4,Other,Other Criminal,,,0,0,0,0,Non Hispanic
2014,White,2,4,Other,Other Criminal,,,0,0,0,0,Non Hispanic
2014,White,4,6,Drug,Trafficking,Paroled,2JD,1,1,0,0,Non Hispanic
2014,White,3,4,Property,Forgery/Fraud,Paroled,4JD,0,0,1,0,Non Hispanic
2014,Black,4,4,Violent,Assault,Paroled,5JD,1,1,1,0,Non Hispanic
2014,White,3,7,Drug,Trafficking,Paroled,1JD,0,0,0,0,Non Hispanic
2014,White,3,7,Drug,Trafficking,Paroled,1JD,0,0,0,0,Non Hispanic
2014,White,3,7,Drug,Trafficking,Paroled,1JD,0,0,0,0,Non Hispanic
2014,White,3,7,Drug,Trafficking,Paroled,1JD,0,0,0,0,Non Hispanic
2014,White,3,7,Drug,Trafficking,Paroled,1JD,0,0,0,0,Non Hispanic
2014,White,3,7,Drug,Trafficking,Paroled,1JD,0,0,0,0,Non Hispanic
2014,White,2,6,Drug,Trafficking,Paroled,7JD,1,0,0,0,Non Hispanic
2014,Black,4,3,Violent,Assault,,,0,0,1,0,Non Hispanic
2014,White,2,3,Public Order,OWI,Paroled,1JD,1,0,0,1,Non Hispanic
2014,Black,2,4,Drug,Trafficking,,,1,0,0,0,Non Hispanic
2014,White,3,2,Violent,Assault,,,1,1,0,0,Non Hispanic
2014,N/A/PA,2,3,Violent,Assault,,,0,0,0,0,Hispanic
2014,White,1,4,Other,Other Criminal,Paroled,6JD,0,0,0,0,Non Hispanic
2014,White,4,4,Other,Other Criminal,Paroled,5JD,1,0,0,1,Non Hispanic
2014,White,2,4,Other,Other Criminal,,,1,1,0,0,Non Hispanic
2014,White,4,7,Violent,Murder/Manslaughter,Paroled,3JD,0,0,0,0,Non Hispanic
2014,White,1,3,Public Order,Prostitution/Pimping,,,0,0,1,0,Non Hispanic
2014,White,3,4,Public Order,OWI,Paroled,6JD,0,0,0,1,Non Hispanic
2014,White,3,4,Public Order,OWI,Paroled,6JD,0,0,0,1,Non Hispanic
2014,White,1,6,Drug,Trafficking,Paroled,2JD,1,0,0,0,Non Hispanic
2014,Black,3,2,Public Order,Flight/Escape,Paroled,1JD,1,1,1,0,Non Hispanic
2014,Black,3,4,Violent,Assault,Paroled,6JD,1,1,1,0,Non Hispanic
2014,White,3,7,Violent,Other Violent,,,0,0,0,0,Non Hispanic
2014,Black,3,4,Violent,Assault,Paroled,2JD,0,1,0,0,Non Hispanic
2014,Black,2,3,Violent,Assault,,,0,0,0,0,Non Hispanic
2014,Black,2,3,Violent,Assault,,,0,0,0,0,Non Hispanic
2014,Black,2,3,Violent,Assault,,,0,0,0,0,Non Hispanic
2014,Black,2,3,Violent,Assault,,,0,0,0,0,Non Hispanic
2014,Black,2,3,Violent,Assault,,,0,0,0,0,Non Hispanic
2014,Black,2,3,Violent,Assault,,,0,0,0,0,Non Hispanic
2014,White,2,6,Property,Vandalism,,,1,0,0,0,Non Hispanic
2014,White,2,6,Drug,Trafficking,Paroled,8JD,1,1,0,0,Non Hispanic
2014,Black,4,7,Violent,Murder/Manslaughter,Paroled,1JD,0,1,0,0,Non Hispanic
2014,White,3,7,Violent,Murder/Manslaughter,Paroled,1JD,1,0,0,0,Non Hispanic
2014,Black,3,4,Public Order,OWI,,,0,0,0,1,Non Hispanic
2014,White,2,3,Other,Other Criminal,,,0,0,0,0,Non Hispanic
2014,White,2,4,Property,Burglary,Paroled,5JD,1,1,0,0,Non Hispanic
2014,White,4,4,Violent,Assault,Paroled,7JD,1,0,0,0,Non Hispanic
2014,Black,4,6,Violent,Robbery,,,0,0,0,1,Non Hispanic
2014,Black,4,6,Violent,Robbery,,,0,0,0,1,Non Hispanic
2014,Black,4,6,Violent,Robbery,,,0,0,0,1,Non Hispanic
2014,Black,4,6,Violent,Robbery,,,0,0,0,1,Non Hispanic
2014,White,4,3,Violent,Assault,Paroled,1JD,1,0,0,0,Non Hispanic
2014,White,4,6,Violent,Sex,,,1,0,0,0,Non Hispanic
2014,White,3,4,Public Order,OWI,Paroled,3JD,0,0,0,1,Non Hispanic
2014,White,3,4,Public Order,OWI,Paroled,3JD,0,0,0,1,Non Hispanic
2014,White,4,4,Property,Forgery/Fraud,Paroled,6JD,0,0,1,0,Non Hispanic
2014,White,1,4,Drug,Trafficking,Paroled,5JD,1,1,0,0,Non Hispanic
2014,White,1,4,Property,Forgery/Fraud,,,0,1,0,0,Non Hispanic
2014,White,2,4,Violent,Assault,Paroled,5JD,1,1,0,0,Non Hispanic
2014,White,1,3,Public Order,Other Public Order,,,0,0,0,0,Non Hispanic
2014,White,1,3,Public Order,Other Public Order,,,0,0,0,0,Non Hispanic
2014,White,2,3,Property,Burglary,,,0,1,1,0,Non Hispanic
2014,White,2,3,Property,Burglary,,,0,1,1,0,Non Hispanic
2014,White,2,6,Drug,Trafficking,Paroled,4JD,0,0,0,0,Non Hispanic
2014,Black,1,4,Property,Forgery/Fraud,,,0,0,0,0,Non Hispanic
2014,Black,1,4,Property,Forgery/Fraud,,,0,0,0,0,Non Hispanic
2014,White,4,6,Property,Arson,Paroled,3JD,1,1,0,0,Non Hispanic
2014,White,4,7,Drug,Trafficking,Paroled,5JD,1,1,1,0,Non Hispanic
2014,White,3,6,Drug,Trafficking,Paroled,8JD,1,0,0,0,Non Hispanic
2014,Black,2,3,Property,Theft,,,0,0,1,0,Non Hispanic
2014,White,2,6,Drug,Trafficking,,,1,1,1,0,Non Hispanic
2014,White,4,7,Violent,Sex,,,0,0,0,0,Non Hispanic
2014,Black,3,4,Property,Burglary,Paroled,1JD,1,0,0,0,Non Hispanic
2014,White,5,4,Other,Other Criminal,Paroled,7JD,1,0,0,1,Non Hispanic
2014,Black,1,3,Violent,Assault,,,0,0,1,0,Non Hispanic
2014,White,4,7,Drug,Trafficking,Paroled,4JD,1,1,0,0,Non Hispanic
2014,White,3,3,Public Order,Other Public Order,,,0,0,0,0,Non Hispanic
2014,White,3,3,Public Order,Other Public Order,,,0,0,0,0,Non Hispanic
2014,White,3,3,Public Order,Other Public Order,,,0,0,0,0,Non Hispanic
2014,White,3,3,Public Order,Other Public Order,,,0,0,0,0,Non Hispanic
2014,White,2,6,Drug,Trafficking,Paroled,1JD,0,0,1,0,Non Hispanic
2014,White,3,4,Drug,Trafficking,,,0,0,0,1,Non Hispanic
2014,White,2,4,Violent,Assault,Paroled,2JD,1,1,0,0,Non Hispanic
2014,N/A/PA,3,7,Drug,Trafficking,Paroled,6JD,1,1,0,0,Hispanic
2014,White,2,7,Drug,Trafficking,Paroled,5JD,1,0,0,0,Non Hispanic
2014,N/A/PA,2,4,Drug,Trafficking,Paroled,5JD,0,1,0,0,Hispanic
2014,White,2,3,Public Order,Traffic,Paroled,5JD,1,1,0,0,Non Hispanic
2014,White,2,4,Violent,Assault,Paroled,1JD,0,1,0,0,Non Hispanic
2014,White,2,6,Drug,Trafficking,Paroled,7JD,1,0,0,0,Non Hispanic
2014,Black,3,6,Drug,Trafficking,Paroled,6JD,1,0,0,0,Non Hispanic
2014,White,2,4,Other,Other Criminal,Paroled,3JD,0,0,0,1,Non Hispanic
2014,White,2,4,Property,Theft,Paroled,4JD,1,0,0,0,Non Hispanic
2014,White,2,3,Drug,Drug Possession,Paroled,2JD,0,0,1,1,Non Hispanic
2014,White,2,6,Drug,Trafficking,Paroled,3JD,1,0,0,0,Non Hispanic
2014,White,1,4,Drug,Drug Possession,Paroled,5JD,1,0,1,2,Non Hispanic
2014,Black,3,4,Property,Burglary,Paroled,7JD,1,0,0,0,Non Hispanic
2014,N/A/PA,2,6,Property,Theft,,,0,1,0,0,Hispanic
2014,White,3,6,Property,Theft,Paroled,5JD,1,0,0,0,Non Hispanic
2014,Black,2,6,Property,Burglary,Paroled,3JD,1,0,0,0,Non Hispanic
2014,White,3,7,Drug,Trafficking,Paroled,8JD,1,0,0,0,Non Hispanic
2014,N/A/PA,4,4,Violent,Assault,,,0,0,0,0,Hispanic
2014,N/A/PA,3,6,Property,Burglary,Paroled,2JD,1,1,0,0,Hispanic
2014,N/A/PA,2,4,Public Order,Other Public Order,,,0,0,0,0,Hispanic
2014,Black,2,7,Drug,Trafficking,,,0,0,0,0,Non Hispanic
2014,White,5,4,Public Order,Weapons,Paroled,8JD,1,1,0,1,Non Hispanic
2014,White,3,4,Drug,Trafficking,Paroled,2JD,0,0,1,1,Non Hispanic
2014,Black,3,5,Violent,Sex,,,0,1,0,0,Non Hispanic
2014,White,4,4,Public Order,OWI,,,0,0,0,1,Non Hispanic
2014,White,4,4,Public Order,OWI,,,0,0,0,1,Non Hispanic
2014,White,4,4,Public Order,OWI,,,0,0,0,1,Non Hispanic
2014,White,4,4,Public Order,OWI,,,0,0,0,1,Non Hispanic
2014,White,4,4,Public Order,OWI,,,0,0,0,1,Non Hispanic
2014,White,4,4,Public Order,OWI,,,0,0,0,1,Non Hispanic
2014,White,4,4,Public Order,OWI,,,0,0,0,1,Non Hispanic
2014,White,4,4,Public Order,OWI,,,0,0,0,1,Non Hispanic
2014,White,3,6,Violent,Robbery,Paroled,5JD,1,1,0,1,Non Hispanic
2014,Black,1,6,Drug,Trafficking,Paroled,6JD,1,0,0,0,Non Hispanic
2014,White,4,4,Property,Theft,Paroled,4JD,0,0,0,0,Non Hispanic
2014,Black,3,4,Property,Burglary,Paroled,5JD,0,1,0,0,Non Hispanic
2014,White,5,7,Violent,Murder/Manslaughter,,,0,0,0,0,Non Hispanic
2014,White,5,4,Public Order,OWI,Paroled,8JD,0,0,0,1,Non Hispanic
2014,White,3,4,Property,Burglary,Paroled,2JD,0,0,0,0,Non Hispanic
2014,White,3,4,Property,Burglary,Paroled,2JD,0,0,0,0,Non Hispanic
2014,White,3,4,Drug,Other Drug,Paroled,1JD,0,0,0,0,Non Hispanic
2014,White,2,5,Violent,Sex,,,1,1,0,0,Non Hispanic
2014,White,4,3,Property,Theft,Paroled,2JD,0,0,1,0,Non Hispanic
2014,White,3,6,Drug,Trafficking,Paroled,5JD,1,0,0,0,Non Hispanic
2014,Black,4,3,Public Order,Weapons,Paroled,1JD,0,1,0,1,Non Hispanic
2014,White,1,4,Public Order,Weapons,Paroled,1JD,1,0,1,1,Non Hispanic
2014,White,3,7,Violent,Murder/Manslaughter,Paroled,7JD,1,0,0,0,Non Hispanic
2014,Black,1,6,Violent,Assault,Paroled,5JD,1,0,0,0,Non Hispanic
2014,White,4,4,Property,Forgery/Fraud,Paroled,2JD,0,1,1,0,Non Hispanic
2014,White,2,6,Drug,Trafficking,Paroled,8JD,1,0,1,0,Non Hispanic
2014,Black,4,4,Other,Other Criminal,,,0,0,0,1,Non Hispanic
2014,Black,4,4,Other,Other Criminal,,,0,0,0,1,Non Hispanic
2014,Black,4,4,Other,Other Criminal,,,0,0,0,1,Non Hispanic
2014,Black,5,3,Public Order,Alcohol,,,1,0,0,0,Non Hispanic
2014,White,2,3,Public Order,OWI,,,0,1,0,1,Non Hispanic
2014,White,4,4,Public Order,OWI,Paroled,7JD,1,0,0,1,Non Hispanic
2014,White,1,6,Drug,Trafficking,Paroled,8JD,0,0,0,0,Non Hispanic
2014,White,1,6,Drug,Trafficking,Paroled,8JD,0,0,0,0,Non Hispanic
2014,Black,1,6,Property,Theft,Paroled,5JD,1,0,0,0,Non Hispanic
2014,White,4,4,Public Order,Weapons,,,0,0,0,1,Non Hispanic
2014,White,2,4,Drug,Trafficking,Paroled,1JD,1,1,0,1,Non Hispanic
2014,White,5,7,Other,Other Criminal,Paroled,2JD,0,1,0,0,Non Hispanic
2014,White,1,3,Violent,Assault,,,0,0,0,0,Non Hispanic
2014,White,1,3,Violent,Assault,,,0,0,0,0,Non Hispanic
2014,White,1,3,Violent,Assault,,,0,0,0,0,Non Hispanic
2014,Black,2,4,Drug,Trafficking,Paroled,7JD,1,1,0,1,Non Hispanic
2014,White,3,6,Property,Burglary,Paroled,4JD,0,1,0,0,Non Hispanic
2014,Black,1,3,Property,Theft,,,1,1,0,0,Non Hispanic
2014,White,2,7,Violent,Murder/Manslaughter,,,0,0,0,0,Non Hispanic
2014,White,2,3,Violent,Assault,Paroled,2JD,1,0,0,0,Non Hispanic
2014,White,2,7,Drug,Trafficking,Paroled,5JD,1,1,0,0,Non Hispanic
2014,Black,3,4,Property,Burglary,,,1,1,0,0,Non Hispanic
2014,White,2,4,Property,Burglary,Paroled,7JD,0,0,0,0,Non Hispanic
2014,N/A/PA,3,4,Property,Burglary,Paroled,1JD,0,0,0,0,Hispanic
2014,White,3,7,Drug,Trafficking,Paroled,2JD,0,1,0,0,Non Hispanic
2014,N/A/PA,2,3,Public Order,OWI,Paroled,1JD,0,0,0,1,Hispanic
2014,White,3,6,Drug,Trafficking,Paroled,8JD,0,0,1,0,Non Hispanic
2014,White,3,6,Drug,Trafficking,Paroled,8JD,0,0,1,0,Non Hispanic
2014,White,2,4,Property,Burglary,Paroled,1JD,0,0,0,0,Non Hispanic
2014,White,2,6,Drug,Trafficking,Paroled,2JD,1,1,0,0,Non Hispanic
2014,Black,2,4,Other,Other Criminal,Paroled,7JD,0,0,0,1,Non Hispanic
2014,Black,2,4,Other,Other Criminal,Paroled,7JD,0,0,0,1,Non Hispanic
2014,Black,3,4,Drug,Drug Possession,Paroled,2JD,0,1,0,2,Non Hispanic
2014,White,4,4,Public Order,OWI,,,0,1,0,1,Non Hispanic
2014,White,4,6,Violent,Robbery,,,0,0,0,1,Non Hispanic
2014,White,2,6,Property,Arson,Paroled,8JD,0,0,0,0,Non Hispanic
2014,White,2,4,Public Order,Weapons,Paroled,1JD,1,1,0,1,Non Hispanic
2014,Black,2,4,Property,Forgery/Fraud,Paroled,2JD,1,1,1,0,Non Hispanic
2014,White,3,6,Drug,Trafficking,,,0,1,0,0,Non Hispanic
2014,White,3,6,Drug,Trafficking,,,0,1,0,0,Non Hispanic
2014,White,3,6,Drug,Trafficking,,,0,1,0,0,Non Hispanic
2014,Black,3,3,Public Order,Other Public Order,,,0,0,0,0,Non Hispanic
2014,White,1,3,Other,Other Criminal,,,1,1,0,0,Non Hispanic
2014,White,1,4,Property,Theft,,,1,0,0,0,Non Hispanic
2014,White,2,3,Public Order,Traffic,,,1,1,0,0,Non Hispanic
2014,White,4,3,Public Order,Traffic,Paroled,1JD,0,1,0,0,Non Hispanic
2014,White,2,6,Drug,Trafficking,Paroled,1JD,1,1,1,0,Non Hispanic
2014,White,3,6,Drug,Trafficking,Paroled,5JD,1,0,0,0,Non Hispanic
2014,Black,4,4,Other,Other Criminal,Paroled,7JD,1,1,0,1,Non Hispanic
2014,Black,4,3,Property,Theft,,,0,0,0,0,Non Hispanic
2014,Black,4,3,Property,Theft,,,0,0,0,0,Non Hispanic
2014,White,3,5,Violent,Sex,,,0,0,0,0,Non Hispanic
2014,White,3,4,Public Order,OWI,Paroled,5JD,1,1,0,1,Non Hispanic
2014,White,2,3,Violent,Assault,,,0,0,0,0,Non Hispanic
2014,White,2,3,Violent,Assault,,,0,0,0,0,Non Hispanic
2014,Black,1,4,Property,Forgery/Fraud,Paroled,5JD,1,0,0,0,Non Hispanic
2014,Black,3,4,Public Order,Traffic,Paroled,7JD,0,0,0,0,Non Hispanic
2014,White,1,6,Property,Arson,Paroled,7JD,0,0,0,0,Non Hispanic
2014,White,1,6,Property,Arson,Paroled,7JD,0,0,0,0,Non Hispanic
2014,White,1,4,Property,Forgery/Fraud,Paroled,1JD,1,0,0,0,Non Hispanic
2014,White,2,6,Drug,Trafficking,Paroled,5JD,1,0,0,0,Non Hispanic
2014,Black,2,6,Drug,Trafficking,Paroled,4JD,1,1,0,0,Non Hispanic
2014,Black,2,4,Property,Theft,,,0,0,1,0,Non Hispanic
2014,White,3,3,Drug,Drug Possession,Paroled,2JD,0,1,0,1,Non Hispanic
2014,White,2,4,Property,Theft,,,0,1,0,0,Non Hispanic
2014,White,2,4,Property,Theft,,,0,1,0,0,Non Hispanic
2014,White,2,4,Property,Theft,,,0,1,0,0,Non Hispanic
2014,White,2,6,Violent,Sex,Paroled,8JD,0,0,0,0,Non Hispanic
2014,White,2,6,Violent,Sex,Paroled,8JD,0,0,0,0,Non Hispanic
2014,White,4,6,Drug,Trafficking,Paroled,1JD,0,0,0,0,Non Hispanic
2014,White,4,6,Drug,Trafficking,Paroled,1JD,0,0,0,0,Non Hispanic
2014,Black,1,6,Drug,Trafficking,Paroled,6JD,0,0,0,0,Non Hispanic
2014,White,4,4,Property,Forgery/Fraud,,,1,1,0,0,Non Hispanic
2014,White,2,4,Violent,Assault,Paroled,4JD,0,0,0,0,Non Hispanic
2014,White,3,3,Violent,Assault,Paroled,3JD,0,0,0,0,Non Hispanic
2014,Black,1,4,Violent,Assault,Paroled,1JD,0,0,0,0,Non Hispanic
2014,White,1,4,Public Order,Weapons,Paroled,5JD,0,0,0,1,Non Hispanic
2014,White,1,4,Property,Burglary,,,1,1,0,0,Non Hispanic
2014,White,2,6,Violent,Assault,Paroled,2JD,0,1,0,0,Non Hispanic
2014,White,1,4,Property,Theft,Paroled,5JD,1,0,0,0,Non Hispanic
2014,Black,4,4,Public Order,Other Public Order,,,1,0,0,0,Non Hispanic
2014,White,3,6,Property,Theft,Paroled,5JD,0,0,1,0,Non Hispanic
2014,White,4,6,Property,Theft,Paroled,4JD,1,0,0,0,Non Hispanic
2014,White,4,4,Other,Other Criminal,Paroled,5JD,1,1,1,1,Non Hispanic
2014,White,1,6,Drug,Trafficking,,,0,1,0,0,Non Hispanic
2014,N/A/PA,2,4,Property,Theft,,,1,1,0,0,Hispanic
2014,Black,1,6,Drug,Trafficking,Paroled,5JD,1,0,0,0,Non Hispanic
2014,White,3,3,Public Order,Traffic,Paroled,4JD,0,0,0,0,Non Hispanic
2014,White,1,6,Drug,Trafficking,,,1,1,0,0,Non Hispanic
2014,White,2,4,Property,Vandalism,,,0,1,1,0,Non Hispanic
2014,White,2,6,Drug,Trafficking,Paroled,2JD,1,0,1,0,Non Hispanic
2014,White,4,4,Drug,Drug Possession,Paroled,1JD,0,1,0,2,Non Hispanic
2014,White,3,3,Other,Other Criminal,,,1,0,0,0,Non Hispanic
2014,N/A/PA,2,6,Property,Burglary,Paroled,5JD,0,0,0,0,Hispanic
2014,Black,3,4,Drug,Other Drug,Paroled,5JD,1,0,0,0,Non Hispanic
2014,White,3,3,Violent,Assault,,,1,0,0,0,Non Hispanic
2014,White,5,4,Property,Theft,Paroled,1JD,0,0,1,0,Non Hispanic
2014,White,3,7,Drug,Trafficking,Paroled,2JD,0,0,0,0,Non Hispanic
2014,White,3,7,Drug,Trafficking,Paroled,2JD,0,0,0,0,Non Hispanic
2014,White,1,4,Property,Vandalism,,,0,1,1,0,Non Hispanic
2014,Black,5,4,Violent,Assault,Paroled,5JD,0,0,0,0,Non Hispanic
2014,White,1,4,Public Order,Weapons,,,0,1,0,1,Non Hispanic
2014,White,2,7,Violent,Other Violent,,,0,0,0,0,Non Hispanic
2014,White,3,7,Drug,Trafficking,Paroled,1JD,0,1,0,0,Non Hispanic
2014,White,3,7,Drug,Trafficking,Paroled,1JD,0,1,0,0,Non Hispanic
2014,White,3,7,Drug,Trafficking,Paroled,1JD,0,1,0,0,Non Hispanic
2014,White,4,4,Drug,Trafficking,,,0,1,0,1,Non Hispanic
2014,Black,3,4,Violent,Assault,Paroled,1JD,1,1,0,0,Non Hispanic
2014,White,3,4,Violent,Assault,Paroled,8JD,0,0,1,0,Non Hispanic
2014,White,4,3,Drug,Drug Possession,,,0,0,1,1,Non Hispanic
2014,Black,1,4,Property,Forgery/Fraud,Paroled,1JD,0,1,0,0,Non Hispanic
2014,White,3,6,Violent,Assault,Paroled,2JD,0,1,0,0,Non Hispanic
2014,White,3,6,Violent,Assault,Paroled,2JD,0,1,0,0,Non Hispanic
2014,Black,4,6,Drug,Trafficking,,,0,0,0,0,Non Hispanic
2014,Black,4,6,Drug,Trafficking,,,0,0,0,0,Non Hispanic
2014,White,2,4,Property,Forgery/Fraud,Paroled,4JD,0,0,1,0,Non Hispanic
2014,White,2,6,Drug,Trafficking,Paroled,5JD,1,0,0,0,Non Hispanic
2014,White,1,4,Drug,Trafficking,,,0,0,1,0,Non Hispanic
2014,Black,4,6,Drug,Trafficking,,,0,1,0,0,Non Hispanic
2014,White,4,6,Violent,Robbery,Paroled,1JD,0,1,1,1,Non Hispanic
2014,White,1,4,Public Order,OWI,Paroled,1JD,0,0,0,1,Non Hispanic
2014,White,4,6,Drug,Trafficking,Paroled,5JD,1,1,0,0,Non Hispanic
2014,White,5,4,Public Order,OWI,Paroled,6JD,0,1,0,1,Non Hispanic
2014,White,2,6,Drug,Trafficking,Paroled,5JD,1,1,0,0,Non Hispanic
2014,White,4,3,Public Order,Alcohol,Paroled,1JD,1,0,0,0,Non Hispanic
2014,Black,1,3,Violent,Kidnap,,,0,1,0,0,Non Hispanic
2014,White,3,4,Drug,Trafficking,,,1,0,0,0,Non Hispanic
2014,White,3,4,Public Order,OWI,Paroled,6JD,1,0,0,1,Non Hispanic
2014,White,2,7,Drug,Trafficking,Paroled,1JD,0,0,0,0,Non Hispanic
2014,Black,4,4,Public Order,OWI,Paroled,5JD,1,0,0,1,Non Hispanic
2014,White,2,3,Public Order,OWI,Paroled,5JD,1,1,0,1,Non Hispanic
2014,White,2,4,Public Order,Traffic,Paroled,5JD,0,0,0,0,Non Hispanic
2014,White,2,4,Public Order,OWI,Paroled,5JD,1,1,0,1,Non Hispanic
