,yr_released,report_year,race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,felony
18260,2014,2017,White,0,C Felony,Property,Theft,Parole,4JD,1,0,0,True
18261,2014,2017,Black,3,C Felony,Drug,Trafficking,Parole,8JD,0,1,0,True
18262,2014,2017,Black,4,C Felony,Property,Theft,Parole,6JD,0,1,0,True
18263,2014,2017,White,1,D Felony,Violent,Assault,Parole,5JD,0,1,0,True
18265,2014,2017,Black,1,C Felony,Violent,Murder/Manslaughter,Parole,7JD,0,0,0,True
18271,2014,2017,White,1,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,1,0,0,False
18273,2014,2017,White,1,D Felony,Drug,Drug Possession,Parole,1JD,1,0,0,True
18274,2014,2017,White,1,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,0,0,0,True
18275,2014,2017,Black,0,C Felony,Drug,Trafficking,Parole,5JD,1,0,0,True
18278,2014,2017,Hispanic,2,B Felony,Drug,Trafficking,Parole,5JD,1,0,0,True
18279,2014,2017,White,1,C Felony,Drug,Trafficking,Parole,1JD,1,0,0,True
18286,2014,2017,White,1,Serious Misdemeanor,Violent,Assault,Parole,5JD,1,1,0,False
18287,2014,2017,Black,1,C Felony,Drug,Trafficking,Parole,5JD,1,1,0,True
18288,2014,2017,White,0,B Felony,Drug,Trafficking,Parole,1JD,0,0,0,True
18289,2014,2017,Black,2,C Felony,Property,Burglary,Parole,6JD,0,1,0,True
18290,2014,2017,Black,2,C Felony,Property,Burglary,Parole,6JD,0,1,0,True
18291,2014,2017,White,0,D Felony,Property,Burglary,Parole,5JD,1,0,0,True
18292,2014,2017,White,1,B Felony,Property,Arson,Parole,5JD,1,0,0,True
18293,2014,2017,White,1,D Felony,Public Order,Traffic,Parole,5JD,1,1,0,True
18294,2014,2017,White,0,D Felony,Property,Forgery/Fraud,Parole,5JD,1,1,0,True
18295,2014,2017,White,0,D Felony,Property,Burglary,Parole,8JD,1,0,0,True
18296,2014,2017,White,1,D Felony,Drug,Drug Possession,Parole,5JD,0,0,0,True
18297,2014,2017,White,1,D Felony,Drug,Drug Possession,Parole,5JD,0,0,0,True
18298,2014,2017,White,1,D Felony,Drug,Drug Possession,Parole,5JD,0,0,0,True
18299,2014,2017,White,1,D Felony,Drug,Drug Possession,Parole,5JD,0,0,0,True
18300,2014,2017,White,3,B Felony,Violent,Robbery,Parole,2JD,1,1,0,True
18302,2014,2017,Black,2,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,5JD,1,0,0,False
18303,2014,2017,White,1,C Felony,Drug,Trafficking,Parole,8JD,1,0,0,True
18304,2014,2017,White,0,D Felony,Property,Theft,Parole,1JD,0,0,0,True
18305,2014,2017,Black,2,C Felony,Violent,Assault,Parole,5JD,0,0,0,True
18306,2014,2017,White,0,D Felony,Property,Theft,Parole,5JD,0,0,0,True
18307,2014,2017,Black,3,D Felony,Property,Forgery/Fraud,Parole,6JD,0,1,0,True
18308,2014,2017,White,1,C Felony,Violent,Robbery,Parole,6JD,0,1,1,True
18309,2014,2017,White,2,D Felony,Drug,Drug Possession,Parole,2JD,0,1,0,True
18310,2014,2017,White,2,D Felony,Public Order,OWI,Parole,5JD,1,0,0,True
18311,2014,2017,White,3,D Felony,Property,Forgery/Fraud,Parole,3JD,1,0,0,True
18312,2014,2017,White,1,C Felony,Violent,Sex,Parole,6JD,0,0,0,True
18313,2014,2017,White,2,C Felony,Drug,Trafficking,Parole,5JD,1,1,1,True
18314,2014,2017,Black,2,D Felony,Drug,Trafficking,Parole,5JD,1,0,0,True
18315,2014,2017,White,2,B Felony,Drug,Trafficking,Parole,6JD,1,1,0,True
18317,2014,2017,White,2,B Felony,Drug,Trafficking,Parole,8JD,0,0,0,True
18318,2014,2017,Black,1,B Felony,Other,Other Criminal,Parole,2JD,0,1,0,True
18319,2014,2017,Hispanic,0,C Felony,Property,Arson,Parole,5JD,1,0,0,True
18321,2014,2017,White,0,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,1,0,0,False
18322,2014,2017,White,1,D Felony,Property,Forgery/Fraud,Parole,5JD,1,0,0,True
18323,2014,2017,White,1,D Felony,Property,Forgery/Fraud,Parole,1JD,1,0,0,True
18324,2014,2017,White,1,D Felony,Drug,Drug Possession,Parole,2JD,1,1,0,True
18325,2014,2017,Black,4,D Felony,Property,Forgery/Fraud,Parole,7JD,0,0,0,True
18326,2014,2017,Hispanic,0,D Felony,Property,Burglary,Parole,8JD,0,1,0,True
18327,2014,2017,White,0,C Felony,Drug,Trafficking,Parole,1JD,1,0,0,True
18330,2014,2017,Black,2,D Felony,Property,Forgery/Fraud,Parole,1JD,1,0,0,True
18336,2014,2017,White,2,D Felony,Violent,Assault,Parole,2JD,0,0,0,True
18337,2014,2017,White,2,D Felony,Violent,Assault,Parole,2JD,0,0,0,True
18338,2014,2017,White,2,D Felony,Violent,Assault,Parole,2JD,0,0,0,True
18339,2014,2017,White,2,D Felony,Violent,Assault,Parole,2JD,0,0,0,True
18340,2014,2017,Black,0,D Felony,Drug,Trafficking,Parole,1JD,0,0,0,True
18341,2014,2017,Black,2,D Felony,Drug,Trafficking,Parole,8JD,1,0,0,True
18342,2014,2017,White,3,Aggravated Misdemeanor,Public Order,Traffic,Parole,2JD,1,0,0,False
18343,2014,2017,White,2,D Felony,Drug,Drug Possession,Parole,3JD,1,0,1,True
18344,2014,2017,White,0,D Felony,Violent,Murder/Manslaughter,Parole,7JD,0,0,1,True
18346,2014,2017,White,0,D Felony,Public Order,OWI,Parole,7JD,1,1,0,True
18347,2014,2017,White,1,D Felony,Public Order,Weapons,Parole,6JD,1,1,0,True
18348,2014,2017,White,3,B Felony,Drug,Trafficking,Parole,4JD,1,0,0,True
18349,2014,2017,White,1,Aggravated Misdemeanor,Property,Theft,Parole,1JD,1,0,0,False
18350,2014,2017,Black,1,D Felony,Public Order,OWI,Parole,2JD,0,1,0,True
18351,2014,2017,White,3,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,0,0,1,False
18352,2014,2017,White,1,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,1,1,0,True
18353,2014,2017,White,3,C Felony,Drug,Trafficking,Parole,5JD,1,0,0,True
18354,2014,2017,White,1,C Felony,Drug,Trafficking,Parole,7JD,1,0,0,True
18365,2014,2017,White,1,C Felony,Property,Burglary,Parole,6JD,1,1,0,True
18366,2014,2017,White,2,D Felony,Drug,Trafficking,Parole,5JD,0,1,0,True
18367,2014,2017,White,1,C Felony,Drug,Trafficking,Parole,5JD,1,0,0,True
18368,2014,2017,American Native,0,C Felony,Drug,Trafficking,Parole,5JD,0,0,0,True
18374,2014,2017,White,1,C Felony,Drug,Trafficking,Parole,1JD,1,1,0,True
18375,2014,2017,White,2,C Felony,Drug,Trafficking,Parole,8JD,1,1,0,True
18376,2014,2017,White,2,D Felony,Property,Theft,Parole,2JD,1,0,0,True
18378,2014,2017,White,1,C Felony,Drug,Trafficking,Parole,1JD,1,0,0,True
18379,2014,2017,White,2,D Felony,Property,Burglary,Parole,1JD,0,1,0,True
18380,2014,2017,White,2,Aggravated Misdemeanor,Property,Theft,Parole,7JD,0,0,1,False
18381,2014,2017,White,3,D Felony,Drug,Drug Possession,Parole,5JD,1,0,1,True
18382,2014,2017,Black,1,D Felony,Violent,Assault,Parole,1JD,1,0,0,True
18384,2014,2017,Hispanic,2,C Felony,Drug,Trafficking,Parole,2JD,1,1,0,True
18385,2014,2017,Black,0,C Felony,Drug,Trafficking,Parole,3JD,0,0,1,True
18389,2014,2017,White,2,B Felony,Drug,Trafficking,Parole,8JD,1,1,0,True
18390,2014,2017,Black,0,C Felony,Drug,Trafficking,Parole,1JD,1,0,0,True
18391,2014,2017,White,3,C Felony,Drug,Trafficking,Parole,8JD,1,0,0,True
18392,2014,2017,White,2,C Felony,Property,Burglary,Parole,7JD,0,1,0,True
18394,2014,2017,American Native,2,D Felony,Public Order,OWI,Parole,6JD,0,1,0,True
18395,2014,2017,White,1,C Felony,Drug,Trafficking,Parole,5JD,1,0,0,True
18396,2014,2017,White,1,D Felony,Property,Forgery/Fraud,Parole,1JD,0,0,1,True
18397,2014,2017,White,4,D Felony,Public Order,OWI,Parole,8JD,0,1,0,True
18398,2014,2017,White,2,B Felony,Drug,Trafficking,Parole,2JD,0,0,1,True
18399,2014,2017,Black,0,D Felony,Property,Burglary,Parole,8JD,1,1,0,True
18400,2014,2017,Black,0,C Felony,Violent,Assault,Parole,5JD,1,0,0,True
18401,2014,2017,Black,3,C Felony,Property,Theft,Parole,5JD,1,0,0,True
18406,2014,2017,Black,1,Aggravated Misdemeanor,Public Order,Traffic,Parole,8JD,0,0,0,False
18408,2014,2017,Black,1,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,0,0,0,True
18409,2014,2017,Black,1,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,0,0,0,True
18410,2014,2017,Black,1,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,0,0,0,True
18411,2014,2017,White,2,D Felony,Public Order,OWI,Parole,7JD,0,0,1,True
18412,2014,2017,White,2,B Felony,Drug,Trafficking,Parole,8JD,0,1,0,True
18414,2014,2017,White,1,D Felony,Property,Theft,Parole,1JD,0,0,0,True
18415,2014,2017,White,2,Aggravated Misdemeanor,Property,Theft,Parole,5JD,0,0,1,False
18416,2014,2017,White,2,Aggravated Misdemeanor,Property,Theft,Parole,5JD,0,0,1,False
18417,2014,2017,White,1,D Felony,Property,Forgery/Fraud,Parole,5JD,1,0,0,True
18418,2014,2017,Black,1,C Felony,Property,Theft,Parole,2JD,1,1,0,True
18420,2014,2017,White,1,D Felony,Public Order,Traffic,Parole,5JD,0,1,0,True
18422,2014,2017,White,3,D Felony,Public Order,OWI,Parole,3JD,1,0,0,True
18424,2014,2017,White,1,C Felony,Drug,Trafficking,Parole,6JD,1,0,0,True
18425,2014,2017,White,1,D Felony,Violent,Assault,Parole,1JD,0,0,1,True
18426,2014,2017,White,1,C Felony,Violent,Murder/Manslaughter,Parole,1JD,0,0,1,True
18427,2014,2017,White,0,D Felony,Property,Forgery/Fraud,Parole,5JD,0,1,0,True
18428,2014,2017,White,1,D Felony,Property,Forgery/Fraud,Parole,5JD,1,0,0,True
18429,2014,2017,American Native,3,B Felony,Violent,Kidnap,Parole,3JD,0,0,1,True
18430,2014,2017,White,4,D Felony,Property,Forgery/Fraud,Parole,5JD,1,0,0,True
18431,2014,2017,Black,4,D Felony,Public Order,OWI,Parole,1JD,1,0,0,True
18435,2014,2017,White,1,B Felony,Drug,Trafficking,Parole,2JD,1,0,0,True
18436,2014,2017,White,2,C Felony,Drug,Trafficking,Parole,4JD,1,0,0,True
18440,2014,2017,White,1,D Felony,Property,Burglary,Parole,7JD,1,0,0,True
18442,2014,2017,White,2,C Felony,Drug,Trafficking,Parole,5JD,1,0,1,True
18443,2014,2017,White,2,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,0,1,0,True
18444,2014,2017,White,2,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,0,1,0,True
18445,2014,2017,White,4,Aggravated Misdemeanor,Public Order,OWI,Parole,5JD,0,0,0,False
18446,2014,2017,White,1,C Felony,Property,Burglary,Parole,5JD,1,1,0,True
18447,2014,2017,White,3,C Felony,Drug,Trafficking,Parole,1JD,1,1,0,True
18450,2014,2017,White,1,C Felony,Violent,Robbery,Parole,2JD,1,1,0,True
18451,2014,2017,White,3,Aggravated Misdemeanor,Drug,Drug Possession,Parole,2JD,0,1,0,False
18453,2014,2017,White,2,C Felony,Drug,Trafficking,Parole,5JD,1,1,0,True
18454,2014,2017,Black,2,C Felony,Drug,Trafficking,Parole,6JD,1,1,0,True
18455,2014,2017,White,3,D Felony,Property,Forgery/Fraud,Parole,4JD,1,0,1,True
18457,2014,2017,White,1,C Felony,Drug,Other Drug,Parole,6JD,1,0,0,True
18459,2014,2017,White,2,D Felony,Public Order,OWI,Parole,5JD,1,0,0,True
18460,2014,2017,White,3,C Felony,Drug,Trafficking,Parole,5JD,0,0,1,True
18461,2014,2017,White,3,C Felony,Drug,Trafficking,Parole,5JD,0,0,1,True
18463,2014,2017,White,3,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,1,0,0,False
18464,2014,2017,Asian or Pacific Islander,1,D Felony,Drug,Drug Possession,Parole,5JD,1,1,1,True
18466,2014,2017,White,0,D Felony,Violent,Sex,Parole,3JD,0,1,0,True
18467,2014,2017,White,0,C Felony,Drug,Trafficking,Parole,1JD,1,0,0,True
18469,2014,2017,White,3,C Felony,Property,Theft,Parole,5JD,1,0,0,True
18472,2014,2017,Black,3,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,1,1,0,True
18473,2014,2017,White,3,D Felony,Drug,Trafficking,Parole,6JD,0,1,1,True
18474,2014,2017,White,0,D Felony,Property,Burglary,Parole,7JD,1,0,0,True
18475,2014,2017,White,4,D Felony,Public Order,OWI,Parole,5JD,0,0,0,True
18476,2014,2017,White,4,D Felony,Public Order,OWI,Parole,5JD,0,0,0,True
18477,2014,2017,White,3,C Felony,Drug,Trafficking,Parole,2JD,1,1,0,True
18478,2014,2017,White,2,C Felony,Property,Burglary,Parole,5JD,0,0,0,True
18481,2014,2017,White,0,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,1,1,0,False
18486,2014,2017,Hispanic,0,C Felony,Violent,Assault,Parole,7JD,1,0,0,True
18488,2014,2017,White,3,D Felony,Public Order,Weapons,Parole,5JD,1,0,0,True
18493,2014,2017,White,2,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,1JD,0,0,0,True
18494,2014,2017,White,3,C Felony,Drug,Trafficking,Parole,2JD,1,1,0,True
18495,2014,2017,White,0,C Felony,Drug,Trafficking,Parole,2JD,1,0,0,True
18496,2014,2017,Black,0,B Felony,Other,Other Criminal,Parole,5JD,1,0,0,True
18498,2014,2017,White,0,D Felony,Public Order,OWI,Parole,5JD,0,0,0,True
18499,2014,2017,White,0,D Felony,Public Order,OWI,Parole,5JD,0,0,0,True
18500,2014,2017,White,0,D Felony,Property,Burglary,Parole,7JD,1,0,0,True
18501,2014,2017,White,2,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,0,1,0,False
18502,2014,2017,White,2,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,0,1,0,False
18503,2014,2017,White,2,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,0,1,0,False
18505,2014,2017,White,2,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,1,1,0,True
18506,2014,2017,Black,2,C Felony,Drug,Trafficking,Parole,5JD,0,0,0,True
18507,2014,2017,Black,2,C Felony,Drug,Trafficking,Parole,5JD,0,0,0,True
18508,2014,2017,Black,2,C Felony,Drug,Trafficking,Parole,5JD,0,0,0,True
18511,2014,2017,Black,2,C Felony,Violent,Assault,Parole,5JD,1,0,0,True
18513,2014,2017,White,1,C Felony,Drug,Trafficking,Parole,8JD,1,0,0,True
18514,2014,2017,White,2,D Felony,Public Order,OWI,Parole,1JD,1,1,0,True
18516,2014,2017,White,1,D Felony,Drug,Other Drug,Parole,3JD,0,0,1,True
18517,2014,2017,Black,0,C Felony,Property,Theft,Parole,1JD,0,0,0,True
18518,2014,2017,White,4,D Felony,Property,Burglary,Parole,1JD,1,0,0,True
18519,2014,2017,White,1,C Felony,Property,Theft,Parole,5JD,0,1,0,True
18520,2014,2017,White,4,D Felony,Drug,Drug Possession,Parole,5JD,0,0,0,True
18523,2014,2017,White,1,D Felony,Violent,Assault,Parole,2JD,0,1,0,True
18524,2014,2017,White,1,D Felony,Violent,Assault,Parole,2JD,0,1,0,True
18525,2014,2017,American Native,0,D Felony,Property,Burglary,Parole,3JD,1,0,0,True
18526,2014,2017,White,1,C Felony,Drug,Trafficking,Parole,1JD,1,1,1,True
18529,2014,2017,White,2,C Felony,Property,Burglary,Parole,1JD,1,0,0,True
18530,2014,2017,White,1,C Felony,Violent,Assault,Parole,4JD,0,0,0,True
18531,2014,2017,White,1,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,1JD,0,0,0,True
18532,2014,2017,White,2,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,2JD,1,1,0,True
18537,2014,2017,White,1,C Felony,Property,Theft,Parole,6JD,1,1,0,True
18538,2014,2017,White,2,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,1,1,1,True
18539,2014,2017,White,1,B Felony,Drug,Trafficking,Parole,8JD,1,0,0,True
18540,2014,2017,Black,3,D Felony,Public Order,OWI,Parole,2JD,0,0,0,True
18541,2014,2017,White,1,D Felony,Property,Vandalism,Parole,2JD,0,0,0,True
18542,2014,2017,White,2,B Felony,Drug,Trafficking,Parole,4JD,0,0,0,True
18543,2014,2017,White,2,B Felony,Drug,Trafficking,Parole,4JD,0,0,0,True
18544,2014,2017,White,2,B Felony,Drug,Trafficking,Parole,4JD,0,0,0,True
18545,2014,2017,White,2,B Felony,Drug,Trafficking,Parole,4JD,0,0,0,True
18549,2014,2017,White,4,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,0,1,0,True
18550,2014,2017,Black,1,C Felony,Property,Theft,Parole,5JD,0,0,0,True
18551,2014,2017,Black,3,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,0,0,0,False
18552,2014,2017,Black,3,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,0,0,0,False
18553,2014,2017,Black,0,B Felony,Other,Other Criminal,Parole,5JD,1,0,0,True
18554,2014,2017,Black,0,D Felony,Violent,Assault,Parole,7JD,0,0,0,True
18555,2014,2017,Black,0,D Felony,Violent,Assault,Parole,7JD,0,0,0,True
18557,2014,2017,White,0,D Felony,Property,Forgery/Fraud,Parole,1JD,0,0,0,True
18558,2014,2017,Black,1,C Felony,Violent,Other Violent,Parole,1JD,1,1,0,True
18559,2014,2017,White,3,B Felony,Drug,Trafficking,Parole,5JD,1,0,0,True
18560,2014,2017,White,1,D Felony,Public Order,Other Public Order,Parole,6JD,0,0,0,True
18561,2014,2017,White,2,Aggravated Misdemeanor,Property,Arson,Parole,4JD,0,0,0,False
18562,2014,2017,Black,0,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,1,0,0,False
18566,2014,2017,White,2,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,1,0,0,True
18567,2014,2017,Black,1,D Felony,Drug,Trafficking,Parole,5JD,1,0,0,True
18568,2014,2017,White,0,D Felony,Drug,Drug Possession,Parole,8JD,0,0,0,True
18569,2014,2017,White,1,Aggravated Misdemeanor,Drug,Drug Possession,Parole,5JD,1,0,0,False
18576,2014,2017,White,0,C Felony,Drug,Trafficking,Parole,1JD,0,0,1,True
18577,2014,2017,Black,2,D Felony,Public Order,OWI,Parole,5JD,0,1,0,True
18579,2014,2017,White,1,D Felony,Drug,Trafficking,Parole,2JD,1,1,0,True
18580,2014,2017,White,0,C Felony,Property,Burglary,Parole,8JD,1,1,0,True
18581,2014,2017,White,3,C Felony,Drug,Trafficking,Parole,8JD,1,1,0,True
18582,2014,2017,White,1,C Felony,Drug,Trafficking,Parole,5JD,1,0,0,True
18583,2014,2017,White,1,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,2JD,1,1,0,True
18584,2014,2017,White,1,D Felony,Violent,Assault,Parole,1JD,1,1,0,True
18586,2014,2017,Black,1,Aggravated Misdemeanor,Public Order,Traffic,Parole,1JD,0,0,0,False
18587,2014,2017,Black,1,Aggravated Misdemeanor,Public Order,Traffic,Parole,1JD,0,0,0,False
18588,2014,2017,Hispanic,2,Aggravated Misdemeanor,Violent,Assault,Parole,2JD,0,0,1,False
18589,2014,2017,White,1,C Felony,Violent,Assault,Parole,6JD,0,0,0,True
18590,2014,2017,White,1,C Felony,Violent,Assault,Parole,6JD,0,0,0,True
18591,2014,2017,White,2,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,0,0,0,False
18592,2014,2017,White,2,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,0,0,0,False
18593,2014,2017,White,2,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,0,0,0,False
18594,2014,2017,Black,1,D Felony,Public Order,Flight/Escape,Parole,7JD,1,0,0,True
18595,2014,2017,White,1,D Felony,Drug,Drug Possession,Parole,1JD,0,0,0,True
18598,2014,2017,White,3,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,1,0,0,True
18600,2014,2017,White,2,C Felony,Drug,Trafficking,Parole,3JD,0,1,0,True
18603,2014,2017,Black,2,B Felony,Drug,Trafficking,Parole,5JD,0,1,0,True
18604,2014,2017,White,3,C Felony,Drug,Trafficking,Parole,6JD,0,0,0,True
18605,2014,2017,White,1,D Felony,Property,Theft,Parole,1JD,1,0,1,True
18606,2014,2017,White,1,C Felony,Violent,Assault,Parole,4JD,1,0,0,True
18607,2014,2017,Black,3,D Felony,Violent,Assault,Parole,2JD,0,1,0,True
18609,2014,2017,White,3,Aggravated Misdemeanor,Public Order,Traffic,Parole,8JD,0,1,0,False
18612,2014,2017,White,1,D Felony,Property,Theft,Parole,5JD,0,1,0,True
18620,2014,2017,Black,3,B Felony,Violent,Other Violent,Parole,7JD,0,0,0,True
18621,2014,2017,White,2,D Felony,Public Order,OWI,Parole,7JD,0,0,0,True
18622,2014,2017,White,2,D Felony,Public Order,OWI,Parole,7JD,0,0,0,True
18623,2014,2017,White,2,D Felony,Public Order,OWI,Parole,7JD,0,0,0,True
18624,2014,2017,White,2,Sex Offender,Violent,Sex,Parole,5JD,1,1,0,False
18626,2014,2017,White,4,D Felony,Property,Forgery/Fraud,Parole,1JD,0,1,0,True
18627,2014,2017,White,2,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,6JD,0,0,0,True
18630,2014,2017,Black,3,Aggravated Misdemeanor,Property,Theft,Parole,2JD,0,0,1,False
18631,2014,2017,White,0,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,1,0,0,False
18632,2014,2017,White,3,D Felony,Violent,Assault,Parole,1JD,0,0,0,True
18633,2014,2017,White,3,D Felony,Property,Theft,Parole,2JD,0,1,0,True
18634,2014,2017,White,2,D Felony,Drug,Trafficking,Parole,7JD,1,0,0,True
18635,2014,2017,White,1,C Felony,Property,Burglary,Parole,6JD,0,1,0,True
18636,2014,2017,White,3,D Felony,Property,Burglary,Parole,2JD,1,0,0,True
18641,2014,2017,Hispanic,1,D Felony,Property,Burglary,Parole,3JD,1,1,0,True
18642,2014,2017,White,2,D Felony,Drug,Drug Possession,Parole,2JD,1,0,0,True
18643,2014,2017,White,1,B Felony,Drug,Trafficking,Parole,5JD,1,1,0,True
18644,2014,2017,Black,1,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,1,1,0,False
18645,2014,2017,Black,0,C Felony,Property,Burglary,Parole,7JD,1,0,0,True
18646,2014,2017,White,4,D Felony,Violent,Sex,Parole,7JD,0,0,0,True
18647,2014,2017,White,1,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,0,0,0,False
18648,2014,2017,White,1,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,0,0,0,False
18650,2014,2017,White,1,Aggravated Misdemeanor,Violent,Assault,Parole,2JD,0,0,0,False
18651,2014,2017,White,1,C Felony,Drug,Trafficking,Parole,7JD,1,0,0,True
18652,2014,2017,Black,1,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,0,0,1,False
18653,2014,2017,Black,1,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,0,0,1,False
18654,2014,2017,Black,1,D Felony,Public Order,Traffic,Parole,2JD,1,1,0,True
18655,2014,2017,Black,4,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,0,0,0,True
18656,2014,2017,Black,4,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,0,0,0,True
18657,2014,2017,White,0,D Felony,Property,Burglary,Parole,3JD,1,0,0,True
18658,2014,2017,White,2,C Felony,Drug,Other Drug,Parole,6JD,1,1,0,True
18659,2014,2017,White,3,D Felony,Violent,Assault,Parole,7JD,0,0,0,True
18660,2014,2017,White,3,D Felony,Violent,Assault,Parole,7JD,0,0,0,True
18669,2014,2017,Black,3,B Felony,Violent,Robbery,Parole,1JD,1,0,0,True
18670,2014,2017,Hispanic,2,C Felony,Drug,Trafficking,Parole,7JD,0,1,1,True
18673,2014,2017,Black,1,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,1JD,0,0,0,True
18675,2014,2017,White,3,D Felony,Public Order,OWI,Parole,5JD,1,0,0,True
18676,2014,2017,White,3,C Felony,Property,Theft,Parole,4JD,0,0,0,True
18677,2014,2017,White,3,C Felony,Property,Theft,Parole,4JD,0,0,0,True
18679,2014,2017,White,2,C Felony,Violent,Murder/Manslaughter,Parole,7JD,1,0,1,True
18700,2014,2017,White,3,C Felony,Drug,Other Drug,Parole,2JD,1,1,1,True
18701,2014,2017,Black,1,Aggravated Misdemeanor,Violent,Assault,Parole,1JD,0,1,0,False
18704,2014,2017,White,4,Aggravated Misdemeanor,Property,Theft,Parole,5JD,1,0,0,False
18705,2014,2017,Black,2,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,0,0,0,False
18706,2014,2017,Black,1,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,1,0,0,True
18707,2014,2017,Black,0,C Felony,Property,Burglary,Parole,1JD,1,0,0,True
18708,2014,2017,White,2,C Felony,Property,Burglary,Parole,2JD,1,1,0,True
18709,2014,2017,White,3,D Felony,Property,Forgery/Fraud,Parole,7JD,0,0,1,True
18710,2014,2017,Black,3,D Felony,Property,Theft,Parole,1JD,1,0,0,True
18711,2014,2017,White,4,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,0,0,0,False
18715,2014,2017,White,1,B Felony,Other,Other Criminal,Parole,4JD,1,0,0,True
18717,2014,2017,Hispanic,3,D Felony,Public Order,Traffic,Parole,5JD,0,1,0,True
18722,2014,2017,White,1,D Felony,Property,Forgery/Fraud,Parole,2JD,0,1,1,True
18723,2014,2017,White,1,D Felony,Property,Forgery/Fraud,Parole,2JD,0,1,1,True
18724,2014,2017,White,1,D Felony,Public Order,OWI,Parole,5JD,1,0,0,True
18725,2014,2017,White,2,D Felony,Drug,Trafficking,Parole,6JD,0,0,0,True
18726,2014,2017,White,2,D Felony,Drug,Trafficking,Parole,6JD,0,0,0,True
18727,2014,2017,White,2,D Felony,Drug,Trafficking,Parole,6JD,0,0,0,True
18733,2014,2017,Black,3,D Felony,Property,Forgery/Fraud,Parole,5JD,1,1,1,True
18734,2014,2017,White,3,D Felony,Property,Theft,Parole,6JD,1,1,0,True
18735,2014,2017,White,1,D Felony,Property,Burglary,Parole,3JD,1,0,0,True
18736,2014,2017,White,2,B Felony,Other,Other Criminal,Parole,3JD,1,1,0,True
18737,2014,2017,White,1,D Felony,Property,Burglary,Parole,1JD,1,1,1,True
18742,2014,2017,Black,3,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,1,1,0,True
18744,2014,2017,White,4,C Felony,Drug,Trafficking,Parole,5JD,0,0,0,True
18745,2014,2017,White,4,C Felony,Drug,Trafficking,Parole,5JD,0,0,0,True
18746,2014,2017,Black,3,C Felony,Property,Burglary,Parole,5JD,1,0,0,True
18747,2014,2017,White,1,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,1,0,0,False
18748,2014,2017,Black,0,D Felony,Violent,Assault,Parole,5JD,0,0,0,True
18749,2014,2017,White,1,Aggravated Misdemeanor,Property,Theft,Parole,8JD,0,0,0,False
18750,2014,2017,White,1,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,0,0,0,True
