,Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism - Return to Prison,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type,Part of Target Population,Recidivism Type,Sex
23042,2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Paroled to Detainer - U.S. Marshall,8JD,Yes,942.0,D Felony,Drug,Drug Possession,No,New,Male
23043,2015,2018,White - Non-Hispanic,35-44,C Felony,Violent,Robbery,Parole Granted,2JD,No,,,,,Yes,No Recidivism,Male
23044,2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,Yes,457.0,D Felony,Property,Burglary,Yes,Tech,Male
23045,2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole Granted,2JD,Yes,977.0,Aggravated Misdemeanor,Public Order,OWI,Yes,New,Male
23046,2015,2018,White - Hispanic,35-44,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,446.0,C Felony,Drug,Trafficking,Yes,Tech,Male
23047,2015,2018,Asian or Pacific Islander - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Male
23048,2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
23049,2015,2018,Black - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole Granted,5JD,Yes,1014.0,D Felony,Public Order,OWI,Yes,New,Male
23050,2015,2018,Black - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
23051,2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,Yes,548.0,C Felony,Property,Burglary,Yes,New,Male
23052,2015,2018,Black - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
23053,2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole Granted,8JD,No,,,,,Yes,No Recidivism,Male
23054,2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,616.0,C Felony,Drug,Trafficking,Yes,New,Male
23055,2015,2018,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole Granted,1JD,Yes,68.0,D Felony,Drug,Drug Possession,No,New,Male
23056,2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole Granted,5JD,Yes,372.0,D Felony,Drug,Drug Possession,No,New,Male
23057,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Other Public Order,Discharged - Expiration of Sentence,5JD,No,,,,,Yes,No Recidivism,Male
23058,2015,2018,White - Hispanic,35-44,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Male
23059,2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Theft,Parole Granted,3JD,No,,,,,Yes,No Recidivism,Male
23060,2015,2018,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,3JD,Yes,111.0,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Tech,Male
23061,2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,Robbery,Parole Granted,3JD,No,,,,,Yes,No Recidivism,Male
23062,2015,2018,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,Yes,161.0,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Tech,Male
23063,2015,2018,White - Non-Hispanic,35-44,D Felony,Property,Theft,Discharged - Expiration of Sentence,5JD,No,,,,,Yes,No Recidivism,Male
23064,2015,2018,White - Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,2JD,Yes,556.0,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,Tech,Male
23065,2015,2018,Black - Non-Hispanic,45-54,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
23066,2015,2018,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole Granted,1JD,No,,,,,No,No Recidivism,Male
23067,2015,2018,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole Granted,,No,,,,,No,No Recidivism,Male
23068,2015,2018,Black - Non-Hispanic,25-34,C Felony,Violent,Other Violent,Parole Granted,3JD,No,,,,,Yes,No Recidivism,Male
23069,2015,2018,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,1JD,No,,,,,No,No Recidivism,Male
23070,2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Parole Granted,1JD,Yes,51.0,Aggravated Misdemeanor,Violent,Assault,Yes,Tech,Male
23071,2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,Other Public Order,Parole Granted,3JD,No,,,,,No,No Recidivism,Male
23072,2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
23073,2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,5JD,No,,,,,Yes,No Recidivism,Male
23074,2015,2018,Black - Non-Hispanic,25-34,D Felony,Property,Burglary,Paroled to Detainer - U.S. Marshall,,No,,,,,Yes,No Recidivism,Male
23075,2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Paroled to Detainer - Out of State,3JD,Yes,260.0,D Felony,Property,Forgery/Fraud,Yes,Tech,Male
23076,2015,2018,White - Non-Hispanic,55 and Older,D Felony,Public Order,OWI,Parole Granted,3JD,No,,,,,Yes,No Recidivism,Male
23077,2015,2018,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
23078,2015,2018,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole Granted,,No,,,,,Yes,No Recidivism,Female
23079,2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole Granted,8JD,Yes,303.0,C Felony,Drug,Trafficking,Yes,Tech,Male
23080,2015,2018,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Male
23081,2015,2018,Black - Non-Hispanic,45-54,C Felony,Property,Theft,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Female
23082,2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,Parole Granted,5JD,No,,,,,No,No Recidivism,Male
23083,2015,2018,Black - Non-Hispanic,25-34,C Felony,Violent,Robbery,Parole Granted,5JD,Yes,260.0,C Felony,Violent,Robbery,Yes,Tech,Male
23084,2015,2018,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole Granted,5JD,No,,,,,No,No Recidivism,Female
23085,2015,2018,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole Granted,8JD,Yes,777.0,D Felony,Property,Burglary,Yes,New,Male
23086,2015,2018,White - Non-Hispanic,35-44,D Felony,Public Order,Other Public Order,Parole Granted,7JD,No,,,,,No,No Recidivism,Male
23087,2015,2018,Black - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole Granted,,No,,,,,Yes,No Recidivism,Female
23088,2015,2018,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole Granted,5JD,No,,,,,No,No Recidivism,Female
23089,2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,5JD,No,,,,,Yes,No Recidivism,Male
23090,2015,2018,White - Hispanic,35-44,D Felony,Drug,Drug Possession,Parole Granted,,No,,,,,Yes,No Recidivism,Male
23091,2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,5JD,No,,,,,No,No Recidivism,Male
23092,2015,2018,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole Granted,1JD,No,,,,,No,No Recidivism,Male
23093,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Parole Granted,5JD,Yes,168.0,Aggravated Misdemeanor,Violent,Assault,Yes,Tech,Male
23094,2015,2018,White - Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole Granted,6JD,No,,,,,Yes,No Recidivism,Female
23095,2015,2018,White - Non-Hispanic,25-34,C Felony,Property,Forgery/Fraud,Paroled to Detainer - Out of State,,No,,,,,Yes,No Recidivism,Male
23096,2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole Granted,8JD,No,,,,,No,No Recidivism,Female
23097,2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Theft,Parole Granted,8JD,Yes,238.0,D Felony,Property,Theft,Yes,Tech,Male
23098,2015,2018,White - Non-Hispanic,55 and Older,C Felony,Violent,Sex,Parole Granted,2JD,No,,,,,No,No Recidivism,Male
23099,2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole Granted,6JD,Yes,443.0,C Felony,Drug,Trafficking,Yes,New,Male
23100,2015,2018,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Paroled to Detainer - Out of State,,No,,,,,Yes,No Recidivism,Male
23101,2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole Granted,1JD,Yes,377.0,Aggravated Misdemeanor,Violent,Assault,Yes,New,Male
23102,2015,2018,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole Granted,,No,,,,,Yes,No Recidivism,Male
23103,2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
23104,2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Paroled to Detainer - Out of State,,No,,,,,No,No Recidivism,Male
23105,2015,2018,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,5JD,No,,,,,No,No Recidivism,Male
23106,2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,510.0,C Felony,Drug,Trafficking,Yes,Tech,Male
23107,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Vandalism,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
23108,2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole Granted,7JD,Yes,327.0,C Felony,Violent,Assault,Yes,Tech,Male
23109,2015,2018,White - Non-Hispanic,45-54,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Male
23110,2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
23111,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Male
23112,2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole Granted,2JD,No,,,,,Yes,No Recidivism,Male
23113,2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Theft,Parole Granted,7JD,Yes,266.0,D Felony,Property,Theft,No,Tech,Female
23114,2015,2018,White - Non-Hispanic,45-54,D Felony,Public Order,Weapons,Parole Granted,8JD,No,,,,,No,No Recidivism,Male
23115,2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Female
23116,2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole Granted,6JD,Yes,119.0,C Felony,Drug,Trafficking,No,Tech,Female
23117,2015,2018,White - Hispanic,25-34,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Male
23118,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Parole Granted,1JD,Yes,659.0,Aggravated Misdemeanor,Violent,Assault,Yes,New,Female
23119,2015,2018,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole Granted,6JD,Yes,120.0,B Felony,Drug,Trafficking,No,Tech,Male
23120,2015,2018,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole Granted,3JD,No,,,,,Yes,No Recidivism,Male
23121,2015,2018,White - Non-Hispanic,45-54,D Felony,Violent,Assault,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
23122,2015,2018,White - Hispanic,25-34,C Felony,Property,Theft,Parole Granted,3JD,Yes,413.0,C Felony,Property,Theft,Yes,Tech,Male
23123,2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole Granted,8JD,Yes,1023.0,C Felony,Drug,Trafficking,No,Tech,Male
23124,2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole Granted,8JD,Yes,973.0,D Felony,Property,Vandalism,Yes,New,Male
23125,2015,2018,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,8JD,Yes,794.0,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,New,Male
23126,2015,2018,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole Granted,7JD,No,,,,,No,No Recidivism,Male
23127,2015,2018,Black - Non-Hispanic,25-34,B Felony,Violent,Other Violent,Parole Granted,6JD,Yes,911.0,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Male
23128,2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Female
23129,2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole Granted,8JD,Yes,249.0,C Felony,Drug,Trafficking,No,Tech,Female
23130,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,2JD,Yes,992.0,Aggravated Misdemeanor,Violent,Assault,Yes,New,Male
23131,2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Burglary,Paroled w/Immediate Discharge,,No,,,,,Yes,No Recidivism,Male
23132,2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,Robbery,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
23133,2015,2018,American Indian or Alaska Native - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Discharged - Expiration of Sentence,2JD,Yes,495.0,D Felony,Drug,Drug Possession,Yes,New,Male
23134,2015,2018,White - Non-Hispanic,35-44,C Felony,Property,Theft,Paroled to Detainer - U.S. Marshall,,No,,,,,Yes,No Recidivism,Male
23135,2015,2018,Black - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,Yes,404.0,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Male
23136,2015,2018,American Indian or Alaska Native - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Other Public Order,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
23137,2015,2018,White - Non-Hispanic,55 and Older,D Felony,Public Order,OWI,Parole Granted,5JD,No,,,,,No,No Recidivism,Male
23138,2015,2018,White - Non-Hispanic,55 and Older,B Felony,Drug,Trafficking,Parole Granted,1JD,No,,,,,No,No Recidivism,Male
23139,2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole Granted,7JD,Yes,600.0,C Felony,Drug,Trafficking,No,Tech,Male
23140,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,1JD,No,,,,,Yes,No Recidivism,Male
23141,2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole Granted,4JD,No,,,,,Yes,No Recidivism,Male
23142,2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Burglary,Parole Granted,5JD,Yes,401.0,Aggravated Misdemeanor,Property,Burglary,Yes,New,Male
23143,2015,2018,White - Non-Hispanic,Under 25,C Felony,Violent,Assault,Parole Granted,2JD,No,,,,,Yes,No Recidivism,Male
23144,2015,2018,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,1JD,Yes,380.0,Aggravated Misdemeanor,Violent,Assault,Yes,New,Male
23145,2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Female
23146,2015,2018,Black - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole Granted,,Yes,943.0,D Felony,Property,Forgery/Fraud,Yes,Tech,Female
23147,2015,2018,Black - Non-Hispanic,Under 25,C Felony,Violent,Assault,Paroled to Detainer - INS,5JD,No,,,,,Yes,No Recidivism,Male
23148,2015,2018,Black - Non-Hispanic,25-34,D Felony,Violent,Assault,Discharged - Expiration of Sentence,6JD,Yes,286.0,D Felony,Violent,Assault,Yes,New,Male
23149,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,5JD,Yes,654.0,D Felony,Property,Theft,Yes,New,Male
23150,2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Other Violent,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
23151,2015,2018,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Male
23152,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,4JD,Yes,215.0,D Felony,Other,Other Criminal,No,New,Male
23153,2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole Granted,7JD,Yes,321.0,C Felony,Drug,Trafficking,Yes,Tech,Male
23154,2015,2018,White - Hispanic,35-44,B Felony,Drug,Trafficking,Paroled to Detainer - INS,,No,,,,,Yes,No Recidivism,Male
23155,2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Arson,Discharged - Expiration of Sentence,1JD,No,,,,,Yes,No Recidivism,Female
23156,2015,2018,Black - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole Granted,5JD,Yes,685.0,C Felony,Property,Burglary,Yes,New,Male
23157,2015,2018,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Parole Granted,5JD,Yes,184.0,D Felony,Property,Theft,Yes,New,Female
23158,2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,218.0,C Felony,Drug,Trafficking,Yes,New,Male
23159,2015,2018,Black - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
23160,2015,2018,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
23161,2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole Granted,1JD,No,,,,,No,No Recidivism,Male
23162,2015,2018,Asian or Pacific Islander - Non-Hispanic,25-34,C Felony,Property,Forgery/Fraud,Paroled to Detainer - INS,,No,,,,,No,No Recidivism,Male
23163,2015,2018,Black - Non-Hispanic,25-34,B Felony,Violent,Other Violent,Parole Granted,,No,,,,,Yes,No Recidivism,Male
23164,2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole Granted,2JD,No,,,,,Yes,No Recidivism,Male
23165,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Male
23166,2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,8JD,Yes,256.0,D Felony,Public Order,Traffic,Yes,New,Male
23167,2015,2018,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
23168,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Parole Granted,5JD,Yes,357.0,Aggravated Misdemeanor,Drug,Drug Possession,Yes,Tech,Female
23169,2015,2018,Black - Non-Hispanic,25-34,C Felony,Violent,Robbery,Parole Granted,5JD,Yes,895.0,D Felony,Public Order,Weapons,Yes,New,Male
23170,2015,2018,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,5JD,No,,,,,Yes,No Recidivism,Female
23171,2015,2018,Black - Non-Hispanic,25-34,D Felony,Property,Burglary,Paroled w/Immediate Discharge,5JD,Yes,221.0,C Felony,Drug,Trafficking,Yes,New,Male
23172,2015,2018,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,1JD,No,,,,,Yes,No Recidivism,Male
23173,2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Discharged - Expiration of Sentence,8JD,No,,,,,Yes,No Recidivism,Male
23174,2015,2018,White - Hispanic,55 and Older,C Felony,Property,Burglary,Parole Granted,1JD,Yes,453.0,C Felony,Property,Burglary,Yes,New,Male
23175,2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole Granted,5JD,Yes,175.0,D Felony,Drug,Drug Possession,Yes,New,Male
23176,2015,2018,White - Non-Hispanic,45-54,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Male
23177,2015,2018,Black - Non-Hispanic,Under 25,D Felony,Property,Theft,Paroled to Detainer - Out of State,,No,,,,,No,No Recidivism,Female
23178,2015,2018,Black - Non-Hispanic,25-34,D Felony,Property,Burglary,Discharged - Expiration of Sentence,6JD,Yes,314.0,D Felony,Property,Burglary,Yes,New,Male
23179,2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Parole Granted,3JD,Yes,521.0,Aggravated Misdemeanor,Public Order,Other Public Order,No,New,Male
23180,2015,2018,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole Granted,2JD,Yes,312.0,C Felony,Violent,Assault,Yes,New,Male
23181,2015,2018,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,Paroled to Detainer - Iowa,1JD,No,,,,,Yes,No Recidivism,Male
23182,2015,2018,American Indian or Alaska Native - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Parole Granted,,No,,,,,No,No Recidivism,Female
23183,2015,2018,White - Non-Hispanic,Under 25,D Felony,Other,Other Criminal,Discharged - Expiration of Sentence,3JD,No,,,,,Yes,No Recidivism,Male
23184,2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,8JD,No,,,,,No,No Recidivism,Male
23185,2015,2018,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,,No,,,,,Yes,No Recidivism,Male
23186,2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,,,,,No,No Recidivism,Male
23187,2015,2018,White - Hispanic,25-34,C Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Male
23188,2015,2018,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,2JD,No,,,,,Yes,No Recidivism,Male
23189,2015,2018,White - Non-Hispanic,35-44,D Felony,Violent,Sex,Released to Special Sentence,1JD,Yes,767.0,Aggravated Misdemeanor,Other,Other Criminal,No,New,Male
23190,2015,2018,Black - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole Granted,1JD,Yes,211.0,D Felony,Violent,Assault,Yes,New,Male
23191,2015,2018,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,Yes,445.0,D Felony,Drug,Drug Possession,No,New,Male
23192,2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole Granted,7JD,No,,,,,No,No Recidivism,Female
23193,2015,2018,Black - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole Granted,1JD,Yes,341.0,D Felony,Drug,Trafficking,Yes,New,Male
23194,2015,2018,White - Hispanic,Under 25,D Felony,Property,Theft,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
23195,2015,2018,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole Granted,1JD,Yes,474.0,C Felony,Property,Burglary,Yes,Tech,Male
23196,2015,2018,Black - Non-Hispanic,25-34,D Felony,Public Order,Weapons,Parole Granted,3JD,No,,,,,Yes,No Recidivism,Male
23197,2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole Granted,8JD,No,,,,,Yes,No Recidivism,Male
23198,2015,2018,White - Hispanic,25-34,C Felony,Property,Burglary,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
23199,2015,2018,White - Hispanic,Under 25,D Felony,Property,Burglary,Parole Granted,7JD,No,,,,,Yes,No Recidivism,Male
23200,2015,2018,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole Granted,2JD,No,,,,,No,No Recidivism,Female
23201,2015,2018,White - Non-Hispanic,25-34,C Felony,Property,Theft,Discharged - Expiration of Sentence,2JD,Yes,530.0,D Felony,Property,Theft,Yes,New,Male
23202,2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole Granted,1JD,Yes,122.0,D Felony,Property,Forgery/Fraud,Yes,New,Female
23203,2015,2018,White - Non-Hispanic,Under 25,D Felony,Public Order,Weapons,Discharged - Expiration of Sentence,2JD,Yes,757.0,Aggravated Misdemeanor,Public Order,Weapons,Yes,New,Male
23204,2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,8JD,No,,,,,No,No Recidivism,Female
23205,2015,2018,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
23206,2015,2018,White - Hispanic,35-44,D Felony,Violent,Kidnap,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
23207,2015,2018,American Indian or Alaska Native - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole Granted,,No,,,,,Yes,No Recidivism,Male
23208,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,8JD,No,,,,,Yes,No Recidivism,Male
23209,2015,2018,Black - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole Granted,,No,,,,,Yes,No Recidivism,Male
23210,2015,2018,White - Non-Hispanic,55 and Older,D Felony,Public Order,OWI,Parole Granted,2JD,No,,,,,No,No Recidivism,Male
23211,2015,2018,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole Granted,8JD,Yes,584.0,C Felony,Drug,Trafficking,Yes,New,Female
23212,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Parole Granted,5JD,Yes,142.0,D Felony,Public Order,Weapons,Yes,New,Male
23213,2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole Granted,2JD,No,,,,,Yes,No Recidivism,Female
23214,2015,2018,Black - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole Granted,1JD,Yes,273.0,C Felony,Property,Burglary,Yes,Tech,Male
23215,2015,2018,Black - Non-Hispanic,25-34,D Felony,Property,Burglary,Discharged - Expiration of Sentence,5JD,Yes,725.0,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Male
23216,2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,8JD,No,,,,,No,No Recidivism,Male
